listing_id,coe_text
1016392,(6yrs 7mths 4days COE left)                            
1022703,(4yrs 7mths 4days COE left)                            
1029985,
1027257,(7yrs 7mths 6days COE left)                            
1018813,(6yrs 5mths 23days COE left)                            
1003736,(8yrs 9mths 4days COE left)                            
1030584,(2yrs 9mths 10days COE left)                            
1025806,(10yrs  COE left)                            
1009685,(5yrs  COE left)                            
979943,(7yrs 4mths 24days COE left)                            
1027323,(4yrs 1mth 21days COE left)                            
1019364,(2yrs 2mths 6days COE left)                            
1020064,(4yrs 4days COE left)                            
1026566,
1020074,(10yrs  COE left)                            
1022890,(8yrs 11mths 2days COE left)                            
1014084,(3yrs 9mths 9days COE left)                            
971792,(5yrs 9mths 16days COE left)                            
1000837,(3mths 20days COE left)                            
1011456,(7yrs 1mth  COE left)                            
1004997,(3mths 21days COE left)                            
1012427,(8yrs 11mths 2days COE left)                            
948304,(9mths 21days COE left)                            
1021227,(7yrs 11mths 4days COE left)                            
1029310,(6yrs 7mths 9days COE left)                            
1027424,(5yrs 6mths 1day COE left)                            
999802,(8yrs 11mths 2days COE left)                            
1030956,(5yrs 1mth 4days COE left)                            
965812,(4yrs 3mths 7days COE left)                            
1001345,(7yrs 8mths 28days COE left)                            
1026316,(8yrs 2mths 2days COE left)                            
1023258,(9yrs 5mths 6days COE left)                            
1015309,(7yrs 3mths 6days COE left)                            
954604,(5yrs 6mths  COE left)                            
1025125,(3yrs 7mths 22days COE left)                            
1015467,(4yrs 4mths 3days COE left)                            
1025449,(9yrs 6mths 5days COE left)                            
1020603,(5yrs 9mths 20days COE left)                            
1019419,(2yrs 7mths 6days COE left)                            
1029207,(6yrs 2mths 21days COE left)                            
1028412,(6yrs 3mths 13days COE left)                            
1030484,(5yrs 14days COE left)                            
1024277,(5yrs 4mths 23days COE left)                            
1009611,(9yrs 8mths 2days COE left)                            
1013882,(6yrs 3mths 18days COE left)                            
1016460,(4yrs 3mths 2days COE left)                            
1027000,(6yrs 5mths 3days COE left)                            
1024144,(3yrs 3mths 1day COE left)                            
1027905,(9yrs 4mths 5days COE left)                            
998670,(3yrs 10mths 6days COE left)                            
988736,(1yr 6days COE left)                            
1031095,(7yrs 7mths 11days COE left)                            
1028576,(7yrs 2mths 13days COE left)                            
1018956,(9yrs 7mths 6days COE left)                            
1019844,(7yrs 8mths 26days COE left)                            
1018183,(1yr 7mths 28days COE left)                            
1030930,(8yrs 5mths 7days COE left)                            
1024969,(10yrs  COE left)                            
1027664,(7yrs 5mths 28days COE left)                            
888198,(4yrs 8mths 9days COE left)                            
985559,(9yrs 1mth 7days COE left)                            
1028446,(5yrs 10mths 25days COE left)                            
1020357,(5yrs 11mths 15days COE left)                            
1024651,(6yrs 10mths 2days COE left)                            
1005349,(3yrs 2mths 6days COE left)                            
1004691,(7yrs 4mths 2days COE left)                            
1003214,(5yrs 3mths 12days COE left)                            
1031054,(3yrs 7mths 3days COE left)                            
1015248,(7yrs 1mth 27days COE left)                            
1010010,(6yrs 7mths 19days COE left)                            
1027774,(4yrs 9mths 1day COE left)                            
1020338,(7yrs 8mths 27days COE left)                            
1018495,(10yrs  COE left)                            
1013615,(7yrs 25days COE left)                            
1019345,(7yrs 11mths 13days COE left)                            
1008414,(10yrs  COE left)                            
1020068,(2yrs 1mth 6days COE left)                            
1012157,(8yrs 5mths 26days COE left)                            
1017453,(9yrs 3mths 6days COE left)                            
1016733,(3yrs 22days COE left)                            
1014258,(9yrs 8mths 12days COE left)                            
1023015,(9yrs 9mths 11days COE left)                            
969754,(9yrs 3mths 24days COE left)                            
1026528,(5yrs 9mths 21days COE left)                            
1020255,(9yrs 7mths 15days COE left)                            
1031278,(4yrs 11mths  COE left)                            
1004405,(9yrs 4mths 21days COE left)                            
1013505,(6yrs 11mths  COE left)                            
992341,(9yrs 6mths 3days COE left)                            
1025220,(4yrs 6mths 29days COE left)                            
1008914,(7yrs 1mth 2days COE left)                            
1029466,(8yrs 26days COE left)                            
987794,(4yrs 6mths 23days COE left)                            
1026602,(3yrs 10mths 5days COE left)                            
1014097,(4yrs 8mths 2days COE left)                            
988541,(3yrs 4days COE left)                            
1020914,(7yrs 5mths 6days COE left)                            
996539,(8yrs 2mths 21days COE left)                            
1029975,(6yrs 7mths 26days COE left)                            
1030162,(4yrs 3mths 3days COE left)                            
1027390,(4yrs 9mths 16days COE left)                            
1012728,(10yrs  COE left)                            
1030987,(4yrs 8mths 16days COE left)                            
1022094,(9yrs 2mths 18days COE left)                            
1001829,(10yrs  COE left)                            
1019320,(9yrs 3mths 6days COE left)                            
1024088,(5yrs 8mths 29days COE left)                            
1017989,(5yrs 10mths 17days COE left)                            
1006155,(7yrs 10days COE left)                            
1017040,(3yrs 5mths 5days COE left)                            
1029106,(10yrs  COE left)                            
1013764,(5yrs 9mths 30days COE left)                            
1027545,(5yrs 9days COE left)                            
1019315,(4yrs 5mths 4days COE left)                            
1010466,(7yrs 8mths 26days COE left)                            
1024791,(4yrs 11mths 1day COE left)                            
994679,(6yrs 21days COE left)                            
1022857,(3yrs 10mths 15days COE left)                            
1009484,(5yrs 10mths 27days COE left)                            
1014107,(6yrs 5mths 1day COE left)                            
1028079,(3yrs 5days COE left)                            
1011978,(6yrs 7mths 30days COE left)                            
1024083,(5yrs 6mths 5days COE left)                            
998551,(4yrs 10mths 21days COE left)                            
1025210,(1yr 6mths 25days COE left)                            
998492,(8yrs 8mths 27days COE left)                            
1004168,(3yrs 11mths 3days COE left)                            
990880,(10yrs  COE left)                            
1027117,(5yrs 6mths 3days COE left)                            
1026762,(7yrs 5mths 14days COE left)                            
1022718,(8yrs 6mths 5days COE left)                            
1022067,(11mths 14days COE left)                            
907479,(4yrs 9mths 9days COE left)                            
1029280,(8yrs 5days COE left)                            
1018368,(4yrs 8mths 26days COE left)                            
1020345,(7yrs 8mths 26days COE left)                            
1012370,(9yrs 3mths 6days COE left)                            
1013838,(3yrs 7mths 3days COE left)                            
1000828,(7yrs 6mths 5days COE left)                            
983714,"
								N.A.                            "
1000080,(6yrs 6mths 4days COE left)                            
1013746,(9yrs 8mths 12days COE left)                            
1007974,(2yrs 2mths 15days COE left)                            
1007818,(5yrs 2mths 3days COE left)                            
1028372,(4yrs 3mths 24days COE left)                            
1030632,(8yrs 10mths 16days COE left)                            
1000960,
973098,(6yrs 4mths 22days COE left)                            
1009907,(7yrs 5mths 6days COE left)                            
1027128,(3yrs 5mths 28days COE left)                            
1023836,
1030295,
997119,(7yrs 10mths 29days COE left)                            
1017013,(4yrs 2days COE left)                            
1028112,(5yrs 8days COE left)                            
1015427,(8yrs 6days COE left)                            
961050,(6yrs 1mth 5days COE left)                            
980389,(5yrs 5mths 29days COE left)                            
995324,(8yrs 7mths 28days COE left)                            
1024879,(4yrs 3mths 3days COE left)                            
1014943,(10yrs  COE left)                            
1027575,(9yrs 7mths 6days COE left)                            
1017485,(9yrs 8mths 25days COE left)                            
1012891,
1020752,(5yrs 2mths 5days COE left)                            
999090,(10yrs  COE left)                            
1018314,(7yrs 3mths  COE left)                            
1022882,
984616,(9yrs 1mth 5days COE left)                            
1014700,(4yrs 9mths 15days COE left)                            
1000003,(10yrs  COE left)                            
1008294,(1yr 17days COE left)                            
992876,(8yrs 2mths 26days COE left)                            
1020322,(2yrs 2mths 4days COE left)                            
1018393,(9yrs 8mths 27days COE left)                            
1029406,(8yrs 8mths 28days COE left)                            
1021334,(5yrs 11mths 27days COE left)                            
1002889,(2yrs 9mths 5days COE left)                            
1007629,(6yrs 3mths 17days COE left)                            
1031172,(3yrs 5mths 27days COE left)                            
1030479,(7yrs 2mths 3days COE left)                            
1022393,(5yrs 4mths 1day COE left)                            
1003851,(5yrs 9mths 27days COE left)                            
1015608,(2yrs 3mths 22days COE left)                            
1022565,(4yrs 9mths 3days COE left)                            
1020065,(8yrs 2mths 22days COE left)                            
1012342,(7yrs 7mths 6days COE left)                            
1001243,(5yrs 9mths 24days COE left)                            
1019738,
1018660,(7yrs 10mths 15days COE left)                            
1028125,(5yrs  COE left)                            
1013972,(5yrs 11mths 24days COE left)                            
1026275,(6yrs 10mths 23days COE left)                            
1015873,(6yrs 4mths 26days COE left)                            
1019676,(4yrs 3mths 28days COE left)                            
1004150,(7yrs 11mths 8days COE left)                            
1021592,(5yrs 2mths 16days COE left)                            
1017605,(3yrs 6mths 1day COE left)                            
1022582,(4yrs 2days COE left)                            
1002640,(6yrs 1mth 25days COE left)                            
1025275,(7yrs 2mths  COE left)                            
994654,(9yrs 6mths 4days COE left)                            
989661,(4yrs 9mths 3days COE left)                            
1010346,(9yrs 1mth 6days COE left)                            
1021713,(8yrs 4mths 2days COE left)                            
1023479,(2yrs 8mths 28days COE left)                            
974578,(9yrs 4mths 19days COE left)                            
1008682,(6yrs 2mths 3days COE left)                            
1025818,(6yrs 2mths 2days COE left)                            
1026477,(6yrs 4mths 25days COE left)                            
1011181,(4yrs 6mths 3days COE left)                            
1006603,(10yrs  COE left)                            
1001325,(4yrs 6mths 27days COE left)                            
980941,(4yrs 5mths 18days COE left)                            
1013633,(8yrs 10mths 30days COE left)                            
987811,(9yrs 6mths 5days COE left)                            
1014166,(1yr 5days COE left)                            
1013955,(6yrs 11mths 28days COE left)                            
1001346,(11mths  COE left)                            
1005639,(9yrs 7mths 25days COE left)                            
1026018,(3yrs 9mths 22days COE left)                            
1030937,(9yrs 9mths 11days COE left)                            
1023780,(4yrs 4mths 13days COE left)                            
1016847,(5yrs 9mths 19days COE left)                            
1029114,(7yrs 1mth 16days COE left)                            
997085,(7yrs 19days COE left)                            
1023883,(6yrs 5mths 6days COE left)                            
1023326,(3yrs 7mths 1day COE left)                            
989911,(6yrs 6mths  COE left)                            
1026550,(6yrs 5mths 29days COE left)                            
1026362,(7yrs 1mth 4days COE left)                            
1018373,(4yrs 7mths 8days COE left)                            
1000716,(5yrs 4mths 23days COE left)                            
981828,(3yrs 11mths 19days COE left)                            
1010253,(4yrs 3days COE left)                            
1030907,(7yrs 7mths 6days COE left)                            
1029794,(4yrs 1mth 5days COE left)                            
1008078,(4yrs 4mths  COE left)                            
1010988,(5yrs 8mths 24days COE left)                            
1029949,(1yr 5mths 6days COE left)                            
1026368,(1yr 7mths 6days COE left)                            
1016628,(10yrs  COE left)                            
1019758,(8yrs 9mths 1day COE left)                            
1022299,(11mths 14days COE left)                            
1025652,(2yrs 4mths 23days COE left)                            
991359,(5yrs  COE left)                            
850334,(1mth 4days COE left)                            
1022003,(6yrs 9mths 17days COE left)                            
1010188,(5yrs 6mths 2days COE left)                            
998080,(10yrs  COE left)                            
981940,(1yr 4mths 3days COE left)                            
1008536,(8yrs 1mth 20days COE left)                            
1004309,(7yrs 2mths  COE left)                            
1030377,(9yrs 2mths 3days COE left)                            
1009444,(7yrs 1mth 13days COE left)                            
1012468,(6yrs 5mths 22days COE left)                            
1019589,(9yrs 6mths 9days COE left)                            
947736,(3yrs 9mths 29days COE left)                            
1002828,"
								N.A.                            "
1020677,(6yrs 4mths 16days COE left)                            
1019962,(9yrs 7mths 19days COE left)                            
1030254,(4yrs 7mths 4days COE left)                            
996978,(9yrs 6mths 5days COE left)                            
992169,(8yrs 9days COE left)                            
960523,(6yrs 5mths 22days COE left)                            
1025483,(9yrs 6days COE left)                            
1024237,(8yrs 1mth 21days COE left)                            
1029279,(4yrs 10mths 6days COE left)                            
1012385,(5yrs 1mth 13days COE left)                            
1028075,(9yrs 3mths 6days COE left)                            
1016409,(4yrs 2days COE left)                            
1030664,(5yrs 10mths 18days COE left)                            
1017418,(4yrs 11mths 4days COE left)                            
1000923,(4yrs 10mths 27days COE left)                            
1027362,(1yr 3mths 6days COE left)                            
1012556,(5yrs 6mths 27days COE left)                            
987459,(6mths 5days COE left)                            
943317,(7yrs 4mths 3days COE left)                            
968853,(3yrs 5mths 5days COE left)                            
1008592,(3yrs 6days COE left)                            
1021639,(10yrs  COE left)                            
1022574,(6yrs  COE left)                            
954859,(9yrs 1mth 27days COE left)                            
1027842,(8yrs 11mths 5days COE left)                            
1029768,(6yrs 1mth 1day COE left)                            
1001519,(3yrs 9mths 17days COE left)                            
1024273,(6yrs 19days COE left)                            
1028375,(1yr 10mths 9days COE left)                            
996568,(4yrs 8mths 17days COE left)                            
976376,(2yrs 2mths 1day COE left)                            
1029755,(10yrs  COE left)                            
1030989,(9mths 23days COE left)                            
1022396,(3yrs 3mths 11days COE left)                            
1027788,(5yrs 10mths 27days COE left)                            
1021688,(3yrs 2mths 2days COE left)                            
793167,(6yrs 7mths 26days COE left)                            
1030114,(5yrs  COE left)                            
1023125,(7yrs 5mths 17days COE left)                            
1008160,(2yrs 7mths 30days COE left)                            
1023739,(3yrs 7mths 27days COE left)                            
1011408,(4yrs 3mths 6days COE left)                            
1029194,(5yrs 3mths 27days COE left)                            
984710,(1yr 3mths 26days COE left)                            
983070,(9yrs 5mths 16days COE left)                            
906054,(7yrs 6mths 4days COE left)                            
972876,(8yrs 5mths 11days COE left)                            
1028437,(2yrs 10mths 6days COE left)                            
999060,
1025549,(8yrs 8mths 18days COE left)                            
1006912,(7yrs 10mths 19days COE left)                            
1020305,(6yrs 3mths 5days COE left)                            
1009654,(8yrs 2mths 9days COE left)                            
1030794,(10yrs  COE left)                            
1016416,(2yrs 13days COE left)                            
1024096,(9yrs 2mths 6days COE left)                            
1020976,(5yrs 6mths 2days COE left)                            
995738,(4yrs 6mths 3days COE left)                            
1026195,(1yr 9mths 3days COE left)                            
959812,(9yrs 2mths 16days COE left)                            
874712,"
								N.A.                            "
1015246,(4yrs 7mths 6days COE left)                            
1020533,(4yrs 5mths 27days COE left)                            
1014239,(8yrs 11mths 9days COE left)                            
938056,(9yrs 6days COE left)                            
1021145,(7yrs 6mths 27days COE left)                            
1022620,(4yrs 2mths 17days COE left)                            
1026185,"
								20-Oct-2006                            "
1001839,(9yrs 7mths 6days COE left)                            
1030496,(6yrs 1mth 2days COE left)                            
996158,(9yrs 7mths 6days COE left)                            
1019840,(3yrs 1mth  COE left)                            
995815,(6yrs 3mths 11days COE left)                            
1013966,(6yrs 8mths 1day COE left)                            
1030922,(5yrs 11mths 24days COE left)                            
1007869,(10yrs  COE left)                            
1009221,(3yrs 2mths 28days COE left)                            
1023504,(5yrs 9mths 13days COE left)                            
1023416,(7yrs 10mths 3days COE left)                            
1025438,(6yrs 7mths 18days COE left)                            
1005864,(8yrs 1mth 1day COE left)                            
1019603,(8yrs 10mths 6days COE left)                            
1010406,(2yrs 6mths 22days COE left)                            
1016959,(6yrs 2mths 21days COE left)                            
997601,
1026905,(3yrs 5mths 12days COE left)                            
1024365,(9yrs 9mths 23days COE left)                            
1024384,(6yrs 6mths 25days COE left)                            
1018092,(3yrs 7mths 7days COE left)                            
1011286,(7yrs 2mths 6days COE left)                            
944980,(7yrs 1mth 5days COE left)                            
988905,(4yrs 7mths 27days COE left)                            
998645,(4yrs 5mths 19days COE left)                            
1027925,(4yrs 8mths 3days COE left)                            
1031201,(6yrs 1mth 17days COE left)                            
1028625,(9yrs 2mths 6days COE left)                            
1022833,(7yrs 4mths 22days COE left)                            
1013724,(7yrs 6mths 5days COE left)                            
1019463,(5yrs 11mths 20days COE left)                            
1000858,(7yrs 11mths 1day COE left)                            
1020488,(9yrs 9mths 10days COE left)                            
1016570,
1019794,(9yrs 3mths 10days COE left)                            
1027159,(1yr 10mths 22days COE left)                            
1019021,(5yrs 10mths 25days COE left)                            
1019810,(3yrs 2mths 6days COE left)                            
1005201,(6yrs 2mths 1day COE left)                            
1023012,(10yrs  COE left)                            
933810,
1030903,(7yrs 6mths 4days COE left)                            
1005312,(4yrs 3mths 3days COE left)                            
999231,(6yrs 11mths 19days COE left)                            
1023611,(7yrs 5mths 6days COE left)                            
1000941,(3yrs 7mths 2days COE left)                            
1019243,(7yrs 4mths  COE left)                            
1019581,(5yrs 8mths 17days COE left)                            
982092,(4yrs 2mths 4days COE left)                            
1012725,(9yrs 8mths 12days COE left)                            
1007291,(6yrs 2mths 3days COE left)                            
998040,
983237,(1yr 5mths 30days COE left)                            
1028247,(2yrs 7mths 1day COE left)                            
1009300,(1yr 5mths 14days COE left)                            
966398,(5yrs 6mths 6days COE left)                            
1004099,(7yrs 5mths 6days COE left)                            
1028869,(8yrs 2mths 27days COE left)                            
1015591,(9yrs 1mth 5days COE left)                            
1026699,(2yrs 10mths  COE left)                            
1017110,(6yrs 8mths 12days COE left)                            
1029490,(6yrs 11mths  COE left)                            
1029708,(5yrs 2mths 22days COE left)                            
1007346,(6yrs 6mths 20days COE left)                            
1020147,(2yrs 11mths 27days COE left)                            
1022509,(4yrs 5mths 12days COE left)                            
1027391,(2yrs 20days COE left)                            
982547,(4yrs 11mths 17days COE left)                            
992992,(7yrs 5mths 13days COE left)                            
1028316,(7yrs 7mths 30days COE left)                            
1011825,(3yrs 1mth 3days COE left)                            
999409,(2yrs 10mths 6days COE left)                            
1020325,(6yrs 20days COE left)                            
1023557,
1006379,(9yrs 6mths 14days COE left)                            
1013786,(2yrs 5mths 29days COE left)                            
1030297,(9yrs 5mths 6days COE left)                            
1023030,(6yrs 7mths 17days COE left)                            
967602,(3yrs 9mths 18days COE left)                            
1016893,(8yrs 4mths 1day COE left)                            
1019664,(6yrs 11mths 1day COE left)                            
1024982,(8yrs 11mths 4days COE left)                            
999593,(9yrs 6mths 26days COE left)                            
1013650,(4yrs 2mths 18days COE left)                            
1020144,(7yrs 11mths 4days COE left)                            
1027506,(6yrs 4mths 16days COE left)                            
1027955,(9yrs 6mths 2days COE left)                            
926484,(4yrs 7mths 1day COE left)                            
1023543,(6yrs 11mths 28days COE left)                            
1007222,(5yrs  COE left)                            
1000541,(7yrs 2mths 6days COE left)                            
978231,(2yrs 11mths 20days COE left)                            
1013495,(6yrs 2mths 1day COE left)                            
1003842,(2yrs 8mths 5days COE left)                            
1012050,(9yrs 8mths 5days COE left)                            
1017326,(6yrs 1mth 2days COE left)                            
1014803,(7yrs 6mths 5days COE left)                            
1009240,
1010800,(3yrs 8mths 19days COE left)                            
1025258,
1001953,
1004248,(4yrs 9mths 28days COE left)                            
1014758,(4yrs 3mths 1day COE left)                            
1025780,(3yrs 6mths 29days COE left)                            
1018681,(6yrs 7mths 13days COE left)                            
986128,(9yrs 5mths 17days COE left)                            
1029270,(5yrs 10mths 6days COE left)                            
1026198,(7yrs 7mths 12days COE left)                            
1027140,(10yrs  COE left)                            
994249,(3yrs 7mths 27days COE left)                            
1029940,(5yrs 2mths 16days COE left)                            
1019400,(6yrs 5mths 30days COE left)                            
931176,(5yrs  COE left)                            
1007665,(2yrs 7mths 6days COE left)                            
1006598,(8yrs 2mths 5days COE left)                            
1026643,(4yrs 7mths 5days COE left)                            
994815,"
								16-Sep-2011                            "
1009104,(8yrs 7mths 30days COE left)                            
1027359,(4yrs 3mths 30days COE left)                            
1019835,(4yrs 11mths 1day COE left)                            
1018963,(5yrs 11mths 17days COE left)                            
947683,(9yrs 1mth  COE left)                            
1020968,(2yrs 7mths 1day COE left)                            
1009448,(6yrs 2mths 1day COE left)                            
1021846,(5yrs 2mths 4days COE left)                            
1022628,(6yrs 7mths 24days COE left)                            
1015622,(7yrs 11mths 15days COE left)                            
1017068,(3yrs 11days COE left)                            
1026775,(1yr 5mths 1day COE left)                            
1005565,(3yrs 7mths 2days COE left)                            
1020765,(4yrs 11mths 15days COE left)                            
1028436,(1yr 1mth 2days COE left)                            
1004028,(6yrs 18days COE left)                            
1021833,(7yrs 6mths 20days COE left)                            
1017390,(5yrs 7mths 27days COE left)                            
1013279,(7yrs 9days COE left)                            
1027866,(1yr 4mths 27days COE left)                            
1030322,(8yrs 2mths 1day COE left)                            
1028590,(2yrs 9mths 29days COE left)                            
1022088,(8yrs 10mths 6days COE left)                            
1015939,(8yrs 11mths 25days COE left)                            
988546,(6yrs 11mths 21days COE left)                            
1019455,(8yrs 2mths 25days COE left)                            
1025788,(7yrs 10days COE left)                            
1024038,(1yr 7mths 1day COE left)                            
1023495,(5yrs 7mths 18days COE left)                            
990528,(9yrs 6mths  COE left)                            
1011554,(6yrs 9mths  COE left)                            
1016647,(8yrs 8mths 17days COE left)                            
1011985,(4yrs 7mths 27days COE left)                            
1012483,(8yrs 8mths 18days COE left)                            
1018336,(8yrs 9mths 4days COE left)                            
1010687,(7yrs 1mth 28days COE left)                            
1000780,(4yrs 2mths 19days COE left)                            
1007334,(8yrs 2mths 12days COE left)                            
989752,(8yrs 11mths 5days COE left)                            
985606,(3yrs 9mths 9days COE left)                            
1019946,(7yrs 6mths 5days COE left)                            
1011549,(4yrs 10mths 4days COE left)                            
1009368,(9yrs 8mths 3days COE left)                            
996934,
968053,(4yrs 9mths 16days COE left)                            
972738,(6yrs 7mths 23days COE left)                            
1027017,(10mths 18days COE left)                            
1007483,
985624,(5yrs 9mths 21days COE left)                            
1028908,(6yrs 11mths 9days COE left)                            
995215,(7yrs 3mths 23days COE left)                            
1019346,(7yrs 1mth 4days COE left)                            
1010329,(5yrs 9mths 12days COE left)                            
1025953,
1009935,(6yrs 7mths 6days COE left)                            
1023361,(4yrs 9mths 13days COE left)                            
1030884,(4yrs 7mths 4days COE left)                            
1023944,(3yrs 10mths 6days COE left)                            
1024581,(7yrs 5mths 17days COE left)                            
995981,(8yrs 4mths 18days COE left)                            
1016712,(9yrs 8mths 6days COE left)                            
1018768,(9yrs 9mths 4days COE left)                            
1030612,(4yrs 7mths 6days COE left)                            
1022667,(1yr 6mths 18days COE left)                            
1022254,(2yrs 11mths 4days COE left)                            
984960,(3yrs 9mths 19days COE left)                            
996929,(5yrs 9mths 5days COE left)                            
1021349,(10yrs  COE left)                            
983522,(4yrs 5mths 25days COE left)                            
998523,(4yrs 6mths 23days COE left)                            
1030101,(5yrs 5mths 15days COE left)                            
1021541,(2yrs 1mth 14days COE left)                            
1029514,(5yrs  COE left)                            
1025468,(2yrs 17days COE left)                            
1021179,(8yrs 2mths 27days COE left)                            
1013359,(4yrs 11mths 16days COE left)                            
1028773,(2yrs 8mths 15days COE left)                            
1012003,(5yrs 11mths 15days COE left)                            
1007213,(5yrs 8mths 9days COE left)                            
1018539,(7yrs 2mths 26days COE left)                            
1019324,(9yrs 9mths 4days COE left)                            
965347,(7yrs 4mths 26days COE left)                            
1022185,(1yr 6days COE left)                            
1024924,(2yrs 3mths 28days COE left)                            
1027331,(3yrs 9mths 8days COE left)                            
1002461,(5yrs 6mths 19days COE left)                            
1027069,(7yrs 5mths 3days COE left)                            
985292,(4yrs 11mths 18days COE left)                            
999020,(6yrs 9mths 5days COE left)                            
984128,(9yrs 5mths 5days COE left)                            
1024587,(3yrs 11mths 5days COE left)                            
1014627,(4yrs 5mths 4days COE left)                            
1008455,(3yrs 10mths 19days COE left)                            
1023306,(8yrs 10mths 30days COE left)                            
987420,(4yrs 4mths 20days COE left)                            
1024424,(7yrs 7mths 23days COE left)                            
1019599,(5yrs 10mths 3days COE left)                            
1029437,(3yrs 9mths 9days COE left)                            
1001569,
937578,"
								N.A.                            "
1011988,(8yrs 8mths 18days COE left)                            
987543,(3yrs 10mths 21days COE left)                            
1004982,(4yrs 7mths 29days COE left)                            
1021537,(5yrs 13days COE left)                            
1029242,(7yrs 5mths 2days COE left)                            
1023146,(5yrs 2mths 3days COE left)                            
1006414,"
								N.A.                            "
1024624,(8yrs 3mths 22days COE left)                            
1011377,(3yrs 7mths 21days COE left)                            
990438,(4yrs 11mths 18days COE left)                            
1022033,(5yrs 6mths 6days COE left)                            
948404,(9yrs 2mths 1day COE left)                            
1026702,(10yrs  COE left)                            
986352,(8yrs 5mths 5days COE left)                            
1022640,(3yrs 17days COE left)                            
930421,(7yrs 6mths 5days COE left)                            
1027076,(4yrs 10mths 21days COE left)                            
986984,(10yrs  COE left)                            
1026881,(3yrs 9mths 23days COE left)                            
1007403,(3yrs 8mths 4days COE left)                            
1005259,(9yrs 7mths 19days COE left)                            
1022727,(8yrs 2mths 1day COE left)                            
1000678,(6yrs 8mths 3days COE left)                            
1010413,(9yrs 1mth 1day COE left)                            
1027532,(8yrs 2mths  COE left)                            
1023033,(6yrs 4mths  COE left)                            
1003836,(9yrs 2mths 9days COE left)                            
1025109,(10yrs  COE left)                            
996180,(1yr 6mths 2days COE left)                            
995482,(6yrs 7mths 12days COE left)                            
1007883,(7yrs 7mths 29days COE left)                            
979216,(4yrs 4mths 24days COE left)                            
1028959,(6mths 4days COE left)                            
1002585,(10yrs  COE left)                            
1012404,(2yrs 10mths 7days COE left)                            
1018370,(6yrs 7mths 9days COE left)                            
1023748,(1yr 17days COE left)                            
1028813,(9yrs 7mths 19days COE left)                            
1014262,(3yrs 2mths 10days COE left)                            
1024759,(5yrs 9days COE left)                            
988733,(9mths 5days COE left)                            
1010710,(6yrs 9mths 28days COE left)                            
1003912,"
								N.A.                            "
1027652,(7yrs 2mths 19days COE left)                            
989365,(5yrs 5mths 2days COE left)                            
1026472,(5yrs 10mths 4days COE left)                            
963282,(7yrs 6mths 5days COE left)                            
942132,(9yrs 7days COE left)                            
1024407,(6yrs 8mths 1day COE left)                            
1017774,(9yrs 9mths 2days COE left)                            
993814,(5yrs 11mths 27days COE left)                            
1018609,(2yrs 6days COE left)                            
1016660,(7yrs 11mths 20days COE left)                            
956039,(2yrs 2mths  COE left)                            
1021787,(7yrs 10mths 23days COE left)                            
1022095,(5yrs 10mths 1day COE left)                            
988786,(4yrs 2mths 5days COE left)                            
1015013,(1yr 8mths 22days COE left)                            
1007304,(6yrs 5mths 3days COE left)                            
1022778,(2yrs 5mths 13days COE left)                            
1026599,(2yrs 11mths 4days COE left)                            
1014655,(7yrs 4mths 21days COE left)                            
1024235,(5yrs 2mths 30days COE left)                            
1024281,(5yrs  COE left)                            
1014903,(7yrs 8mths 26days COE left)                            
1027419,(5yrs 11mths 28days COE left)                            
1011401,(5yrs 2mths 18days COE left)                            
1015175,(2yrs 18days COE left)                            
989881,(6yrs 9mths 19days COE left)                            
984653,(7yrs 5mths 23days COE left)                            
1026412,(7yrs 10mths 2days COE left)                            
997064,(4yrs 6mths 23days COE left)                            
1014604,(9yrs 8mths 19days COE left)                            
1018892,(5yrs 1mth 4days COE left)                            
1001817,(5yrs 2days COE left)                            
1023382,(5yrs 7mths 24days COE left)                            
1024050,(7yrs 2mths 27days COE left)                            
1018338,(8yrs 3mths 22days COE left)                            
1026882,(5yrs 2mths 24days COE left)                            
1016245,(10yrs  COE left)                            
1015350,(5yrs 6mths 21days COE left)                            
1018462,(11mths 14days COE left)                            
1030528,(2yrs 11mths 17days COE left)                            
1020078,(2yrs 3mths 6days COE left)                            
1030765,(6yrs 19days COE left)                            
1006358,(6yrs 7mths 23days COE left)                            
1027040,(4yrs 9mths 6days COE left)                            
1014529,(6yrs 10mths 16days COE left)                            
1023360,(4yrs 4mths 14days COE left)                            
1002493,(3yrs 3mths 22days COE left)                            
984759,(7yrs 1mth 4days COE left)                            
1022020,(4yrs 5mths 21days COE left)                            
1018817,(6yrs 7mths 19days COE left)                            
1024548,(6yrs 1mth 4days COE left)                            
1029438,(6yrs 9mths 19days COE left)                            
1025964,(7yrs 6mths 4days COE left)                            
1015277,(5yrs 9mths 26days COE left)                            
1019496,(6yrs 8mths  COE left)                            
1024808,(3yrs 11mths 2days COE left)                            
1026986,(3yrs 4mths 22days COE left)                            
1026545,(7yrs 11mths 4days COE left)                            
968942,(8yrs 7mths 28days COE left)                            
1016221,
1028543,(5yrs 4mths 11days COE left)                            
1011899,(7yrs 8mths 9days COE left)                            
996587,(4yrs 1mth 14days COE left)                            
999115,(2yrs 4mths 8days COE left)                            
1015153,(7yrs 9mths 6days COE left)                            
1023991,(3yrs 3mths  COE left)                            
1003955,(4yrs 9mths 3days COE left)                            
990520,(6yrs 11mths 5days COE left)                            
993882,(8yrs 8mths 26days COE left)                            
